통계연도,시도명,시군구명,노령화지수(퍼센트),고령인구(65세 이상),유소년(14세 이하),총인구수(명)
2017,경기도,용인시,69.7,116882,167659,1004081
2017,경기도,처인구,93.8,29986,31959,231553
2017,경기도,기흥구,60.8,45836,75446,419429
2017,경기도,수지구,68.1,41060,60254,353099
2017,경기도,파주시,78.1,54881,70231,437848
2017,경기도,이천시,82.7,26935,32566,213142
2017,경기도,안성시,110.5,28134,25451,182786
2017,경기도,김포시,64.4,44611,69321,392092
2017,경기도,화성시,42.4,58053,136900,691086
2017,경기도,광주시,77.1,39203,50873,345947
2017,경기도,양주시,91.8,29098,31706,212146
2017,경기도,포천시,146.5,25451,17375,152925
2017,경기도,여주시,157.4,21083,13395,111984
2017,경기도,연천군,209.0,10423,4988,45431
2017,경기도,가평군,226.5,14271,6301,62973
2017,경기도,양평군,198.0,25584,12923,115105
2017,강원도,춘천시,120.7,43914,36395,280514
2017,강원도,원주시,95.9,45246,47190,341337
2017,강원도,강릉시,162.9,39784,24420,213952
2017,강원도,동해시,131.4,15881,12090,92851
2017,강원도,태백시,182.9,9626,5262,45888
2017,강원도,속초시,136.9,13464,9838,82273
2017,강원도,삼척시,220.5,15093,6844,68514
2017,강원도,홍천군,222.6,15899,7141,70340
2017,강원도,횡성군,300.3,12025,4004,46281
2017,강원도,영월군,310.8,10374,3338,40067
2017,강원도,평창군,264.7,10399,3928,43092
2017,강원도,정선군,271.0,9329,3443,38173
2017,강원도,철원군,164.7,9264,5626,47185
2017,강원도,화천군,161.5,4946,3062,26022
2017,강원도,양구군,144.5,4259,2948,23835
2017,강원도,인제군,141.8,5859,4131,32582
2017,강원도,고성군,302.3,7300,2415,30029
2017,강원도,양양군,313.9,7314,2330,27207
2017,충청북도,청주시,77.9,96483,123785,835590
2017,충청북도,상당구,108.2,24560,22701,171129
2017,충청북도,서원구,83.4,25658,30752,216782
2017,충청북도,흥덕구,65.9,24786,37631,253912
2017,충청북도,청원구,65.7,21479,32701,193767
2017,충청북도,충주시,147.2,36703,24933,208316
2017,충청북도,제천시,163.6,25691,15701,136432
2017,충청북도,보은군,361.8,10461,2891,34053
2017,충청북도,옥천군,271.1,13720,5061,51766
2017,충청북도,영동군,319.1,14111,4422,50240
2017,충청북도,증평군,98.7,5626,5702,37783
2017,충청북도,진천군,113.1,11889,10516,73677
2017,충청북도,괴산군,464.0,11898,2564,39054
2017,충청북도,음성군,150.2,17685,11778,97306
2017,충청북도,단양군,328.4,8167,2487,30215
2017,충청남도,천안시,61.3,60562,98726,631531
2017,충청남도,동남구,87.2,31750,36414,255878
2017,충청남도,서북구,46.2,28812,62312,375653
2017,충청남도,공주시,231.0,25008,10824,108432
2017,충청남도,보령시,205.7,23622,11481,103198
2017,충청남도,아산시,67.1,36969,55127,311453
2017,충청남도,서산시,115.2,29012,25181,171678
2017,충청남도,논산시,211.8,28630,13520,122240
2017,충청남도,계룡시,52.5,4175,7953,43967
2017,충청남도,당진시,111.3,28386,25500,167439
2017,충청남도,금산군,281.2,14982,5328,53894
2017,충청남도,부여군,359.4,21209,5902,69086
2017,충청남도,서천군,392.1,17931,4573,55175
2017,충청남도,청양군,416.8,10458,2509,32837
2017,충청남도,홍성군,162.2,21895,13499,101570
2017,충청남도,예산군,323.7,22601,6982,80338
2017,충청남도,태안군,292.5,17506,5984,63932
2017,전라북도,전주시,91.8,85157,92776,648964
2017,전라북도,완산구,96.4,47420,49191,359012
2017,전라북도,덕진구,86.6,37737,43585,289952
2017,전라북도,군산시,115.7,44580,38547,274997
2017,전라북도,익산시,131.2,50357,38377,300187
2017,전라북도,정읍시,227.5,28587,12564,113776
2017,전라북도,남원시,223.4,21167,9475,83281
2017,전라북도,김제시,293.4,25155,8575,86926
2017,전라북도,완주군,143.8,19377,13478,95975
2017,전라북도,진안군,345.5,8309,2405,26271
2017,전라북도,무주군,321.0,7701,2399,24809
2017,전라북도,장수군,308.0,7111,2309,23003
2017,전라북도,임실군,348.3,9669,2776,30162
2017,전라북도,순창군,301.5,9286,3080,29698
2017,전라북도,고창군,332.7,18147,5454,60472
2017,전라북도,부안군,335.1,16679,4978,56086
2017,전라남도,목포시,97.3,33834,34776,234379
2017,전라남도,여수시,130.6,48569,37176,286382
2017,전라남도,순천시,98.9,39498,39942,279331
2017,전라남도,나주시,167.7,24178,14420,110110
2017,전라남도,광양시,75.9,17712,23336,155857
2017,전라남도,담양군,335.7,13623,4058,47285
2017,전라남도,곡성군,416.6,10035,2409,30131
2017,전라남도,구례군,340.6,8447,2480,27525
2017,전라남도,고흥군,523.7,25496,4868,66736
2017,전라남도,보성군,415.3,15441,3718,43755
2017,전라남도,화순군,226.8,15828,6978,64680
2017,전라남도,장흥군,348.1,12682,3643,40136
2017,전라남도,강진군,333.6,11773,3529,36868
2017,전라남도,해남군,280.8,21862,7785,73604
2017,전라남도,영암군,208.8,13777,6598,55616
2017,전라남도,무안군,133.8,16467,12305,82872
2017,전라남도,함평군,397.2,11447,2882,34328
2017,전라남도,영광군,256.3,15002,5853,54774
2017,전라남도,장성군,254.0,12805,5042,46111
2017,전라남도,완도군,291.6,15760,5405,52109
2017,전라남도,진도군,333.3,10191,3058,31765
2017,전라남도,신안군,487.8,14024,2875,42070
2017,경상북도,포항시,107.6,72952,67774,513832
2017,경상북도,남구,106.5,33852,31794,242469
2017,경상북도,북구,108.7,39100,35980,271363
2017,경상북도,경주시,177.4,50780,28630,257903
2017,경상북도,김천시,172.3,29536,17145,142908
2017,경상북도,안동시,181.5,35948,19806,166272
2017,경상북도,구미시,48.9,33605,68691,421799
2017,경상북도,영주시,214.8,25541,11893,108371
2017,경상북도,영천시,279.3,25940,9286,100615
2017,경상북도,상주시,296.5,28535,9623,100947
2017,경상북도,문경시,274.2,19877,7249,73294
2017,경상북도,경산시,114.1,38370,33616,259485
2017,경상북도,군위군,664.5,8898,1339,24215
2017,경상북도,의성군,617.6,20289,3285,53474
2017,경상북도,청송군,488.5,8773,1796,26006
2017,경상북도,영양군,437.2,5963,1364,17479
2017,경상북도,영덕군,430.7,13141,3051,38529
2017,경상북도,청도군,528.8,14779,2795,43346
2017,경상북도,고령군,304.4,9253,3040,33768
2017,경상북도,성주군,378.6,12839,3391,45138
2017,경상북도,칠곡군,90.4,16166,17878,120864
2017,경상북도,예천군,293.2,15458,5272,49253
2017,경상북도,봉화군,406.6,10946,2692,33259
2017,경상북도,울진군,243.2,12854,5286,50974
2017,경상북도,울릉군,307.8,2238,727,9975
2017,경상남도,창원시,87.0,124875,143458,1057032
2017,경상남도,의창구,82.8,26708,32272,253349
2017,경상남도,성산구,46.2,14585,31547,227942
2017,경상남도,마산합포구,154.6,32363,20936,181917
2017,경상남도,마산회원구,108.7,28229,25970,203926
2017,경상남도,진해구,70.2,22990,32733,189898
2017,경상남도,진주시,107.3,51488,47971,346681
2017,경상남도,통영시,115.2,22054,19147,135833
2017,경상남도,사천시,144.8,22118,15278,114252
2017,경상남도,김해시,60.2,51219,85051,532132
2017,경상남도,밀양시,255.5,26719,10456,107898
2017,경상남도,거제시,48.4,22240,45976,254073
2017,경상남도,양산시,73.3,38921,53084,338535
2017,경상남도,의령군,457.0,9630,2107,27849
2017,경상남도,함안군,170.0,14443,8495,68207
2017,경상남도,창녕군,309.8,17724,5722,64101
2017,경상남도,고성군,278.5,14842,5330,54060
2017,경상남도,남해군,492.9,15837,3213,44642
2017,경상남도,하동군,374.7,14721,3929,48831
2017,경상남도,산청군,413.9,11916,2879,36340
2017,경상남도,함양군,343.6,12558,3655,40175
2017,경상남도,거창군,229.0,15981,6978,62763
2017,경상남도,합천군,532.7,17174,3224,47000
2017,제주특별자치도,제주시,82.4,61653,74805,478700
2017,제주특별자치도,서귀포시,131.5,31464,23922,178383
2018,서울특별시,종로구,191.1,26572,13904,153065
2018,서울특별시,중구,199.9,21750,10879,125725
2018,서울특별시,용산구,167.3,37212,22238,228999
2018,서울특별시,성동구,128.3,42629,33238,308221
2018,서울특별시,광진구,126.2,45432,36007,355559
2018,서울특별시,동대문구,165.5,56991,34439,348052
2018,서울특별시,중랑구,156.9,61748,39355,403209
2018,서울특별시,성북구,137.0,67646,49379,435868
2018,서울특별시,강북구,196.0,58103,29644,319164
